File_name,Participant_ID,Program,level_program,housing,year_undergraduate_degree,major,age,gender,years_studying_Spanish,Spanish_in_home,Proficiency_self_evaluation_beginning_of_program,Time,Formality,Text
part17_writing3_formal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,3,formal,"Hola Profesora [nombre],
Yo tengo un pequeño enfermo.  Para mañana, no voy a la esquela, porque no querido usted y la otra estudiantes tiene enferma también. Que es la terra para mañana. Es posible para yo tengo las temas? Yo estudio en mi curro para mañana.
Muchas gracias,
[nombre apellido]"
part17_writing3_informal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,3,informal,"Hola amiga,
Yo tengo enfermo y no quiero voy a la esquela mañana. Puedes darmes las notas? Yo estudio en mi cama, prometo. Buena suerte mañana. Y por favor hablo la profesora porque yo no he ido. Y la terra también. ok Adiós,
[nombre]"
part17_writing4_formal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,4,formal,"Hola señora,
Coma está?  Tu tiene un día bueno? Yo necesito un poco consejo para adquisición español en los estados unido. Cuando estoy aquí, yo no tengo amigos o personas para hablar con. Echo  menos de hablar en español el total tiempo. Tu tiene recomendación para escuchando español?
gracias,
[nombre]"
part17_writing4_informal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,4,informal,"Hola mi amigo,
Yo quiero practicar  español pero nadie en mi familia o mi amigas hablan español. Todos personas hablan español vive lejos de yo. Que debería hacer? Yo quiero practicar con música. Cuál es con tu canción favorita? tú tienes otra recomendaciones? Yo quiero hablamos con otras personas. cómo crees que esto es posible? Quiero Ayuda por favor. 
Adiós,
[nombre]"
part18_writing1_formal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,1,formal,"Hola Señora, Me llamo [nombre], mi estudiante en clase de literatura. Me gusta escuchar tu lecturas. Yo soy pregunte. Mi necesito tu afuera, por favor. Cuantos años tienes? Mi curiosa.  Tengo diecinueve años. Tu es color favorito? Mi color favorito es azul. Yo quiero el informaciones para mi project."
part18_writing1_informal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,1,informal,"Hola Chica, Me llamo [nombre]. Mi muy caliente, pregunta por favor. De donde eres islas filipinas, mi necesito un casa? Yo no habla español fluente, yo no tengo dólares, yo no tengo comida. Mi paridad. Los siento amiga, mi paridad. Habla inglés? Habla árabe? Afuera por favor, mi cansada."
part18_writing2_formal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,2,formal,"Hola Señora [nombre], pregunta por favor? Quiero ayudar con mi asignaciones. Puedo pedirte un favor por que yo no comprehende el asignaciones. Puedo tener una extensión? Cuanta uso el tiempo estudiando hasta que mi sienta list. Quiero pasar más tiempo estudiando y escribo. Gracias por toda la ayuda y amable."
part18_writing2_informal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,2,informal,Hola chica. Necesito favor por favor. ¿Puedo ver el notas? No tengo tiempo de estudiar el la noche. Sé que te mucho tiempo escribe y estudie. Gracias por tu ayuda. Quiero comprar el helado después el examen porque celebrar terminados. Yo sincero tengo amigos inteligentes y responsables.
part18_writing3_formal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,3,formal,"Hola Señora! Yo soy un estudiante nuevo en el programa de español y quiero ayuda. Necesito ayuda con mi pronunciación en español. Yo no entiendo y quiero practicar algunas frases básicas con usted. Yo entiendo y me gusta otras pronouns pero yo no entiende usted. ¿Podemos hacer algunos ejemplos de práctica y puedes explicarlo más hasta que lo entienda después de la escuela? Realmente aprecio toda su ayuda y quiero gracias a tu. Creo que me sentiré más seguro hablando y escribiendo después de aprender más. Muchas gracias de antemano, [nombre apellido]"
part18_writing3_informal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,3,informal,"Hola amiga, Espero que estés bien. Me gustaría pedirte un favor. Estoy buscando practicar mi español y me preguntaba si podrías ayudarme. ¿Podríamos hablar en español y enviarnos mensajes para que pueda practicar el idioma? Sería genial tener a alguien de mi edad con quien practicar.¡Gracias! Saludos, [nombre apellido]"
part18_writing4_formal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,4,formal,"Estimado maestro,
Espero que esté bien. Quiero pedir su consejo sobre cómo escribir ensayos académicos en español. Me gustaría mejorar mi estructura de argumentos, gramática y vocabulario. ¿Podría sugerirme algunos materiales, lecturas o ejercicios que me ayuden a lograr este objetivo? Agradezco mucho su orientación y experiencia en este asunto.
Muy bien, [nombre apellido]"
part18_writing4_informal_madrid,Participant_18,Madrid_2023,beginner,dorm,3rd,International Relations & Psychology,19,Female,0,No,beginner,4,informal,"Hola [nombre],
Espero que tu verano esté yendo bien. Quería pedirte consejo sobre algo. ¿Crees que es inteligente para mí trabajar a tiempo completo como estudiante? Sé que tienes experiencia trabajando y estudiando al mismo tiempo. ¿Lo recomiendan? ¿Fue fácil ser un buen estudiante? Agradezco cualquier consejo, gracias.
Muy bien, [nombre apellido]"
