,id,prompt,quarter,course,age,gender,l1 language,other l1 language(s),language(s) used at home,language(s) studied,listening comprehension,reading comprehension,speaking ability,writing ability,study abroad,essay,a personal annotator1,a personal annotator2,gender-number annotator1,gender-number annotator2,corrected
136,234419,yourself,W20,SPA 3,18,Male,English,,Spanish,French 2 years,3,3,3,2,No,"Tengo muchas cosas a hacer hoy. Tengo mi tarea de mi clase de español, mí tarea de math, y también necesito a estudiar para mis examen que van a pasar este semana. Si me gusta *UNIVERSITY* *UNIVERSITY*, pero es cierto que es muy difícil tener grados muy buenos aquí porque la mayoridades de mis clases tienen casi dos cientos personas que también quieren hacer todo sus tareas y exámenes perfecto. Yo no siento que es fácil tener grados perfectos, y aunque estudio por muchas horas cada día, todavía es una lucha. Pero de todos modos aquí estoy y aquí me voy a quedar, quiere graduar (Sorry if this turns out a bit late)
",,,,,
137,199244,yourself,W20,SPA 23,19,Male,"English,Spanish",,Spanish,Learned spanish and english at the same time. ,3,3,4,2,No,"I am a *AGE* year old student majoring in electrical engineering. Both of my parents are from *PLACE* but I was born here in the U.S.. Spanish is my primary way of communicating with my parents at home but with friends and siblings I speak english. Growing up I was placed in only spanish speaking student classes all the way up to the third grade. I learned english and spanish at the same time but english became my primary language by the end of 4th grade. In the 5th grade I had to take an english language development class which I don't really remember much about. I learned spanish from school and my parents. I began learning english pretty early on  from music, video games, and friends (as well as some school work).  My siblings and I, are all on a different level when in comes to spanish. There was a lot of re-form that went into my school throughout our age gaps. Most of the changes were in the elementary school and by  the time my youngest brother was in school, they no longer separated students by whether they speak spanish or not. I am the second youngest in my family, I have a younger brother, an older sister, and an eldest brother. I believe that I know the most spanish out of all my siblings because I took two spanish courses in high school and passed an AP Spanish test for a third class I didn't take. Recently my spanish has been affected and I tend to speak more slang and vulgar spanish since I worked for about three years in construction and field work. I am currently taking spanish 23 to help work on re-learning a more formal spanish.
",,,,,
138,204489,yourself,W20,SPA 22,20,Female,English,,no,,2,3,3,3,No,"No se permite decir qué me llamo, pero puedo dar una descripción sobre yo mismo. Tengo *AGE* años, pero voy a tener *AGE* en una semana, en el *BIRTH_DATE* de *BIRTH_DATE*. Soy un poco baja, pero no me preocupa. Tengo el pelo moreno, pero ahora soy rubia porque lo cambié, y mi pelo va a los hombros. También, tengo los ojos morenos mezclado con verde. Tengo dos perforaciónes de nariz y muchas de las orejas.

Soy creativa, artística, simpática y graciosa, pero tengo una tendencia a sido muy apasionada cuando estoy hablando en los políticos o sobre veganismo. Me interesa la naturaleza y el clima y quiero proteger esta planeta de cambio climático. Me gusta llevar las ropas que me hace compasiva y sostenible, entonces no compro cuero o piel (ni ninguna comida de los animales). Tambien, me gustar comprar las ropa de *PLACE* *PLACE* y otros países similares.

Mi especialidad es estudio de arte y me gusta mucho pintando con los aceites. Especificamente, me encanta pintar las caras de mis amigos y familiares pero en una manera abstracta. Yo querría declarar un minor de español, también, tanto pronto como puedo, porque mi novio es *PLACE* y habla español con su familia y quiero poder a hablar muy bueno con ellos .

Finalmente, me gusta hacer muchas cosas. Primero, me gusta mucho leer novelas. Algunas de las novelas que son mis favoritas son A Clockwork Orange, IT, The Goldfinch, Slaughterhouse Five, y me encanta el libro The Shining. Entonces, me gusta las poemas, especialmente esos por Pablo Neruda, Emily Dickinson,  Sylvia Plath, E.E. Cummings, y Niel Hilborn.

 
",,,,,
139,201221,yourself,W20,SPA 23,19,Female,English,,Spanish,,4,3,3,3,No,"Me llamo *FIRST_NAME*, vengo de *CITY* *CITY* y estoy en mi segundo año de la escuela. Estuve puesta en la clase SPA23 por el exam de español y ésta es la primera clase de español que ha tomado en *UNIVERSITY* *UNIVERSITY*. My concentración es en inglés pero a lo mejor decido en un menor de español porque pienso que poder entender otra lenguaje es un beneficio, además, quiero mejorar mi español para poder hablarle a mi familia que preside en *PLACE*. Soy la primera en mi familia que va al colegio, tengo un hermano mayor que no fue a el colegio porque hizo unas malas decisiones, pero esta mejor ahorita. Me da poco ansiedad ser la primera en el colegio porque a veces no sé como hacer las cosas.  Cuando era chica, pensaba que iba tener un hermano que me podia ayudar pero entiendo que cada persona es diferente, y la vida no siempre sigue un plan pero necesito que enfocarme en lo que sigue sin embargo. Vivo con cuatro amigas en un apartamento, las conocí en mi primer año y se han hecho personas quienes quiero como familia; no puedo ir a *CITY* *CITY* mucho porque es 6 or 7 horas manejando, entonces mis amigas son una buen sistema de soporto. Éste sábado intento ir a un concierto con tres amigas, vamos a mirar un grupo de Kpop (el pop coreano) que se llama SuperM. Estoy orgullosa porque voy a poder tener un gran tiempo con mis amigas y voy a poder mirar uno des mis grupos favoritos cantando y bailando. 
",,,,,
140,181424,yourself,W20,SPA 1,25,Female,Other,French,Bambara,"English,  8 years",2,2,2,2,No,"Me llamo *FIRST_NAME* *LAST_NAME*. Mi especialidad es Biología Global de Enfermedades. Soy de *CITY*, en *PLACE* occidental. Vine a los Estados Unidos en 2012 y comencé a aprender inglés.El inglés no fue fácil para mí, pero estoy trabajando duro para mejorar en Estados Unidos.Vivo con mi hermana y su familia y estoy muy feliz por eso. Vivir con mi hermana me dio la sensación de familia a pesar de que estoy lejos de ellos.

Estaba muy feliz de ser aceptado en *UNIVERSITY* *UNIVERSITY* porque es una de las mejores universidades de *STATE*. Sin embargo, ha sido muy difícil para mí seguir el ritmo de la carga de trabajo. Sin embargo, también aprendí que mientras no me rinda puedo alcanzar cualquier objetivo. Estoy aprendiendo español porque quiero ir a visitar España y me gustaría poder comunicarme con la gente sin buscar siempre un traductor.Espero poder mantener una conversación en español al final de mi trimestre español. Ya estoy contento con todo lo que aprendimos. Creo que solo será mejor a partir de ahora.

 
",,,,,
141,202332,yourself,W20,SPA 22,20,Male,English,,,,2,3,3,4,No,"Un descripción de mi

Yo soy una persona muy fuerte. Tiene *AGE* años y soy de *CITY*, *STATE* pero nací en *CITY*, *STATE* y crecí en *CITY*, *STATE*. A pesar de que ha pasado por mucha tragedia, soy feliz mas de tiempo y puedo reír y amar y divertirme con mis amigas. 

Cuando era nino, mi vida fue mas difícil que un niño necesita tener. Yo tengo necesitar trabajar mucho porque mi familia tiene altas expectativas. Yo trabajo mucho en escuela y todos los actividades yo hacé cuando yo era joven. 

Cuando yo empezí escuela secundario my familia compra una casa en el sur de *STATE* y vivo este por cuatro veranos. Me encanta el sur de *STATE* mucho. 

Cuando tenía *AGE* años, perdí mi relación con mis padres. Ellos fue todavía estaban en mi vida, pero no en la forma en que los padres deven ser y tuve que cuidar de mismo. Fue muy difícil porque era mas joven y no tenía una persona en la que confiar. 

Yo trabajé mucho en escuela seondario porque quiere ir a universidad muy bien. Cuando tenía *AGE* años, me acepto en la Universidad de *UNIVERSITY*, *UNIVERSITY*.  Después de la escuela secundaria, mi familia y me vamos el sur de *STATE* uno verano más, y después nosotros vendimos nuestra casa y viví en *CITY* a tiempo completo. 

Yo conseguí un trabajo como camarero y renuncié d espíes tres semanas. Entonces conseguí un trabajo como la asistente de oficina en la oficina de *PLACE* *PLACE* en la universidad de *UNIVERSITY*, *UNIVERSITY*. 

Ahora estoy tratando de obtener my titulo e ir a la escuela de derecho. 
",,,,,
142,176863,yourself,W20,SPA 2,20,Male,English,,,Studied Spanish for 4 years,2,3,3,3,No,"Yo soy un hombre. Yo tengo un hermano menor. Yo soy de *CITY*, *STATE*. Me gusta escribir historias creativas. Yo soy blanco y un poco gordito. Quiero correr, pero soy perezoso. Me gusta juego con LEGO porque es divertido y me hace sentir como un niño. Yo tengo una novia. Ella es bonita y bondadosa. Nos gusta ver la televisión y las películas juntos. Me gusta ver la televisión más que su. Mi programa de televisión favorito es ""Friends."" Mi musical película favorita es ""Singin' In The Rain"". Yo no tengo una película favorita para todo porque es más difícil. Me gusta mucho musical porque es más divertido y mi padre le gusta también. Porque me gusta musical mucho es por eso que conozco mi musical película favorita. Yo visto a Hamilton dos veces. No sé mi musical theatro favorito porque yo no sé mucho musical theatro. Yo estudio inglés y ciencias políticas. Yo quiero escribir por las películas o la televisión pero también me interesa la política porque el presidente de los Estados Unidos es una idiota. Es terrible tenerlo en el cargo pero esta es la razón por la que empecé a interesarme en política. Yo no sé qué pasará después en los Estados Unidos porque el mundo es loco ahora. Yo soy una persona optimista. Yo soy muy contento. Me gusta escuchar música cuando escribir en español. Me gusta juego con mis amigos y mi novia. Nos jugamos frisbee y ""Cards Against Humanity"". Con mi familia nos jugamos backgammon y carta.
",,,,,
143,227976,yourself,W20,SPA 1,18,Female,English,,,In highschool I studied Spanish for 3 years .,3,3,3,4,No,"Naci el *BIRTH_DATE* de *BIRTH_DATE* de *BIRTH_DATE*, en *CITY*, *STATE*. Tengo *AGE* anos. Yo vivo en *CITY* *CITY* con mi familia. Tengo siete hermanos; tres hermanas y cuatro hermanos. Mis hermanas nombres son *FIRST_NAME*, *FIRST_NAME*, y *FIRST_NAME* y mis hermanos nombres son *FIRST_NAME*, *FIRST_NAME* , *FIRST_NAME* , y *FIRST_NAME*. Ademas tengo cuatro perros, ocho gallinas, y tres caballos y una Tortuga en mi casa. Es una familia grande pero es muy divertida. Mi actividades favoritos en mi tiempo libre son dibujar, jardin, bordar, y nadar a la playa.  Tengo tres amigas mejores, se llama *FIRST_NAME*, *FIRST_NAME*,  y *FIRST_NAME*. Nosotros vamos a la Universidad de *UNIVERSITY* y corremos en el equipo de seguimiento para la Universidad. Yo estudio las ciencias los animals y espero ser un cuidador de animales. Estoy nerviosa emoicionada porque es mi primero ano a la Universidad pero mis clases son facil y muy interasantes. Yo vivo en el dormitorio.
",,,,,
144,227597,yourself,W20,SPA 2,18,Female,English,,,,2,3,3,3,No,"Hola! Me llamo *FIRST_NAME* y tengo *AGE* anos. Yo estudio sociología en la Universidad de *UNIVERSITY* *UNIVERSITY*. Me gusta este opción para estudia porque yo pienso personas y sus conductas son muy interesante. Soy de *CITY*, *STATE*. Yo tengo un familia muy grande porque mis padres son divorciados. Entonces yo tengo una madrastra, un padrastro y hermanastros. Me gusta que yo tengo un familia grande porque son muchos personas para hablando. Algunas características que mi familia tenemos son artístico, amable y activo. Natura y actividad son muy importante en mi vida porque me ayuden con mi salud mental. Yo pienso que es muy importante para personas toman atención a sus mentalidades porque es el centro de nuestras vidas. Me gusta correr o montar mi bicicleta para ejercicio y dar aire libre. Soy muy independiente pero yo prefiero tiempo con otros personas que tiempo solo. Yo pienso es porque soy muy extrovertido. También me gusta aprender información y conceptos nueves. Es divertido porque yo se es saludable para mi intelectualismo. Yo quiero saber mucho información sobre los factores de más importancia en vida entonces yo puedo aprender personas que necesitan ayuda.  Por ejemplo con mi estudios en sociología yo aprendo la información y conceptos que necesito para trabajando en las organizaciones para ayudando personas. También soy muy cómica. Yo creo que soy la mejor en haciendo otros personas reír. Es importante que soy cómica porque es como yo alivio el estrés de mi vida. Riendo con mis amigos y familia es la sensación mejor. 
",,,,,
145,228981,yourself,W20,SPA 3,19,Female,English,,German,,3,3,2,4,No,"Hoy en día, soy una persona diferente de cuando era niña. En mi infancia, jugaba muchos deportes y era una niña ruidosa, pero ahora no me mantengo en forma mucho y soy más tranquila que en el pasado. Sin embargo, me gusta la persona que soy. Soy un estudiante en la Universidad de *UNIVERSITY* en *UNIVERSITY* del primero año y mi concentración es la ciencia medioambiental porque me gusta aprender sobre la Tierra, la naturaleza, el cambio climático, y más. También quiero estudiar español porque me gusta la lengua, y mi meta es a seré una cirujana y mucha gente en los estados unidos hablan español que podrían ser mis pacientes. Estoy fascinando sobre las sistemas del cuerpo. Pero, si las escuelas de medicina no me aceptan, quiero trabajar con alguna organización que protecta el medioambiente y concientiza sobre el agua contaminado.

En mi tiempo libre me gusta pintar con la pintura acrílica y crear impresiones del bloque. Yo creo arte sobre la naturaleza más que otras temas. ¡En unos meses, me inscribiré en una exposición de arte!

Vivía en *CITY* *CITY* con mis padres y mi hermano menor hasta yo fuí a *CITY*. Hablamos alemán en casa porque mi madre es de *PLACE*. No tengo nadie de mi familia en los estados unidos (excepto mis padres y mi hermano). Soy rubia, tengo ojos verdes, y no soy alta ni baja. En la escuela secundaria, jugaba voleibol y estaba en el equipo de corriendo, pero no los hago hoy en día. Cuando pienso sobre mi, creo que mis características tan exacto son mis pasiones para el medioambiente y la medicina. No me importa las características físicas porque no hablan mucho sobre que yo soy.
",,,,,
146,208626,yourself,W20,SPA 23,18,Female,English,,no,none,3,3,3,3,Yes,"Me llamo *FIRST_NAME* y tengo *AGE* años. Nací en la ciudad de *CITY* *CITY* y he vivido toda de mi vida en el región al norte de *CITY* *CITY*, al otro lado del puente ""del oro."" Tengo una hermana mayor. Ella tiene *AGE* *AGE* años y vive en *CITY*, *STATE*, donde asistía en la Universidad de *UNIVERSITY* y estudio diseña. Ella ya se graduó y está trabajando como diseñadora. Cuando ella estaba en escuela, y yo estaba en la preparatoria, me gustó muchísimo visitarla. Me acordé la primera vez que la visité. Me hizo muy emocionada, y quería mucho asistir a una universidad en el futuro. Mis padres no querían que ella asistiera a una universidad tan lejos. Pero ella le gustó su tiempo allí muchísimo y ahora está trabajando en una carrera interesante. En *UNIVERSITY* *UNIVERSITY*, estoy estudiando la ciencia del medio ambiente. En realidad, no sé exactamente que quiero estudiar o que quiero hacer en el futuro, pero me fascina el medio ambiente y plantas especialmente. Me gustaría aprender sobre el medio ambiente y como cuidarlo en una manera sostenible para las plantas, animales  y gente que viven allí. También me interesa hacer un ""minor"" en español. He viajado un poco en lugares hispanohablantes y cuando estaba allí, pude comunicar en español y era un sentimiento increíble. Pude aprender sobre la cultura de otra gente, en el idioma de esas personas. Quiero mucho continuar aprender español y aumentar mis oportunidades de conocer a otros lugares. En el futuro, espero que yo pueda aprender otros idiomas también. 

 
",,,,,
147,200110,yourself,W20,SPA 21,20,Female,English,,Urdu ,,2,2,3,2,No,"Me llamo *FIRST_NAME* *LAST_NAME* y yo soy estudiante en *UNIVERSITY*. Nací en *CITY* *CITY*, *STATE* y tengo *AGE* años. Mis padres son de *PLACE* y se mudaron a los Estados Unidos hace unos treinta años.  Estoy muy cerca de mi familia y amigos y los extraño cuando estoy en la universidad. He vivido en *STATE* toda la vida. Es muy bonita y soleada y me encanta vivir aquí mucho. Hay muchas playas cerca de mí y me encanta ir a la playa con mi familia y amigos. Son muy largas y bonitas y el agua es muy hermoso. Sin embargo, no hay muchas playas cerca de mi universidad. Actualmente mi carrera es las ciencias políticas en mi universidad y disfruto mucho el tema. Es muy interesante y yo quiero ser abogada o trabajo en el gobierno cuando sea mayor. La política es actualmente bastante corrupto y quiero hacerlos menos divididos. También yo quiero ser abogada porque ellas ayudan muchas personas. Es una gran responsabilidad pero muy significativo. Mi tia es abogada y me inspiró serla también. En general tengo muchos intereses y pasiones. Me gusta cocinar y hornear mucho. Por exemplo, me gusta postres como galletas y pasteles. También me encanta cocinar pasta y macarrones con queso. Son muy deliciosos y es muy divertido cocinar y hornear. También me gusta leer y escribir mucho. Me gusta escribir sobre temas sociales y políticos porque son muy interesantes y importantes. Creo que es muy necesario estar informado sobre cuestiones sociales importantes.  
",,,,,
148,205366,yourself,W20,SPA 23,20,Female,English,,,"French - 5 years, in middle school and high school",2,3,2,2,No,"Soy una estudiante á *UNIVERSITY* *UNIVERSIY*. Tengo *PLACE* años, pero se siento que soy una niña. Necesita la ayuda de mi familia y mis padres frecuentemente, por ejemplo, mi madre me ayudó con la FAFSA esta año. 

Soy una persona pequeña. Soy *PLACE* y de ancestro *PLACE* (*PLACE* y *PLACE*). Mi cultura es una parte de mi vida, pero que viví en los Estados Unidos toda mi vida, y pues, soy *PLACE*. 

Tengo un padre y una madre y una hermana. Tengo tambíen un perro y un gato. Mi padre y mi madre son ""project managers,"" pero no sé completamente que es. Ellos trabajan por los companías de tecnología: *PLACE* y *PLACE*. Mi hermana tiene *AGE* años y en un año, ella va a mi escuela secondaria. 

Me gusta leer libros y ver películas. Creo que es muy importante de divertirse con amigos y me gusta planear eventos con mis amigos. Pero, no tenemos mucho tiempo porque la mayoría de mis amigos son estudiantes de STEM y la química es muy difícil. 

Una cosa interesante de mí es que yo bailaba ballet por 16 años. Me gusta ballet mucho; es una forma de arte muy hermosa. Bailo con un organizacíon a *UNIVERSIY* *UNIVERSIY* ahora, *PLACE* *PLACE* Company.

Trabajo como una Resident Advisor en los *PLACE* y me gusta mucho ayudar mis residentes. Tienen muchas preguntas sobre clases y otras cosas. 

En el futuro, creo que yo quería mi trabaja puede ayudar otras personas. No sé exactamente que, pero necesita ayudar otras personas en mi vida. 
",,,,,
149,211580,yourself,W20,SPA 3,21,Female,English,,,,2,3,2,2,No,"Hola. Soy una niña tener *AGE* años de *CITY* *CITY*, *STATE*. *CITY* *CITY* es sur de *CITY* *CITY*, en la area de la *PLACE*. Naci en *CITY* *CITY*, luego me mudé a *CITY* *CITY* cuando tener *AGE* anos. Yo vivio en *CITY* *CITY* para *NUMBER* anos. Para mi estudiante de primer año, fui a Universidad de *UNIVERSITY* de *UNIVERSITY* *UNIVERSITY*. Ahora voy a Universidad de *UNIVERSITY* de *UNIVERSITY. Me gusta mucho *UNIVERSITY*. Pero me gusta *UNIVERSITY* *UNIVERSITY* más mejor que *UNIVERSITY*. *CITY* *CITY* es muy bonita. La es en la playa. Me gusta la playa mas mejor la granja. Soy un estudiante de diseno. Mi enfoque esta en el diseno de interiores. Me ha encantado el diseno de interiores desde que era una nina. Tengo una pasantia en el campus para diseno. Yo soy muy alta, pelo rubio, blanca, y ojos azul. Mi talla de ropa es medio y my talla de pantalones es 27. Me gusta pintar, golf, dormir, y comer. Pasta es mi favorito comida a comer. Yo soy *PLACE*, mi gran abuelita es de *CITY*, *PLACE*. Tengo mucho amigos de *CITY* *CITY* y *CITY*. Mi mejor amiga es *FIRST_NAME*. La conozco desde el jardin de infantes. Ella es mi amiga, la que más he conocido. La amo! Tengo un padre, madre, hermana, perro y dos gatos. Mi mama y papa estan divorciados. Se separaon cuando yo tenia *AGE* años. Todavia son amigables entre si. Mi papa vive en *STATE* ahora. Mi mama vive en *CITY* *CITY* con mi hermana y animales.
",,,,,
150,196798,yourself,W20,SPA 23,20,Female,English,,No,,2,4,2,3,No,"Soy un estudiante a *UNIVERSITY* *UNIVERSITY*. Este es segundo año en universidad, y pienso que sabe el ambiente y los lugares más, pero no vivo en *CITY* este año. En en fin de mi primer año escuela a *CITY*, todavía no había encontrado una casa o apartimentiento para vivir en para este año. No fue muchos opciones a el fin del año, por eso decidía a vivir en *CITY*, quince minutos desde *CITY*. No es una problema porque tengo un carro, pero no hay muchas lugares para dejar un carro en campus, porque muchas estudiantes tienen carros también, y ellos toman las lugares con sus carros. Pero, me gusta *CITY*. La ciudad es más bonita de *CITY*, en mi opinión. El cine de *CITY* tiene nuevas sillas muy cómodo y la cara del edificio del cine tiene luces grandes y múltiple colores. 

El cine, y películas, es mi favorita pasatiempo.Ve peliculas viejas, nuevas, negro y blanco, o en color, con amigos, o solo. Me gusta películas porque toman una persona a un otra mundo o un otra parte del mundo - lugares de mysteria, océanos con personas de aventura, casas con familias dramáticas y cómicas. Mi favorita películas son de aventura en el animetal natural. Este porque me gusta viajar a otras estados o países con lugares famosas. Por ejemplo, Parque Nacional en los Estados Unidos, o estructuras de antiguas civilizaciones. Quiero ver muchas cosas en el mundo, quiero aprender acerca de cultures différentes, sus comidos y sus idiomas. 

En el verano pasado, iba a Europa con una clase de *UNIVERSITY* *UNIVERSITY*. Estudiaba cinema de festivales de film, y atendía el Locarno Festival de Film en Switzerland con mi clase. Las películas era fantásticas, y encontré muchas amigos. Pero, mi parte favorita de la programa era caminado en los calles de las ciudades cuando marcados de fruta y pescado o arte y joyería. Las cosas en el mercados era hermosa, y los edificios y el calle era muy diferente de los Estados Unidos, pero me gusta different. 

Mi primer año en Davis, viví en *CITY*, este año, en *CITY*, el próximo año, no se. No se si vivire en los estados Unidos para toda mi vida pero me gusta que yo no se. En verdad, quiero viajar  todo el mundo, no está ne universidad. Pero para ahoras, tengo películas, y tengo amigos. 
",,,,,
151,176623,yourself,W20,SPA 2,20,Male,"English,Other",Japanese and Cantonese,"Yes, Japanese and Cantonese",I have studied Japanese for three years in high school. ,3,2,2,2,No,"Yo tengo *AGE* anos. Yo soy activo, generoso, estudioso y positivo. Ahora yo estoy contento pero un poco cansado. Tambien ahora tengo hambre y sueno. Yo tengo pelo corto y negro y los ojos cafes. Yo soy un poco alto y tengo lentes grandes. Ahora estudio bioquimica en la universidad de *UNIVERSITY* *UNIVERSITY*. Quiero ser farmaceurta en el futuro. Ahora yo tengo clase de espanol porque me gusta estudio espanol. Tambien quiero usar espanol in medicina o en hospitales. Espanol es muy dificil para mi pero quiero mucho practicar espanol. Tambien quiero usar espanol en mi ano sabatico cuando viajo a Europa o Mexico. Me gusta comer buenas comidas en otra culturas y quiero visitar Oaxaca en Mexico. Quiero probar el queso oaxaca. 

Soy medio *PLACE* y *PLACE*. Yo soy de *CITY* *CITY* en *STATE*. Ahora yo vivo en el apartamento en *CITY*. Me gustan muchos costas. Por ejemplo, me gusta jugar al baloncesto, cocinar buenas comidas, y salir con mis amigos. Tambien me gusta experimentar la naturaleza. 

Mi personalidad es unico. A veces yo soy muy extrovertido pero a veces yo soy muy invertido. Quiero siempre pienso positivo y sonrie mucho. Tambien yo soy muy trabajador porque siempre estudio para mis clases. Este trimestre yo tengo cuatro clases. Yo tengo bioquimica, espanol, quimica fisica, y biologia molecular. Mis clases son dificiles. Quiero buenas notas en mis clases. Cuando estoy libre me gusta cocinar nuevas recetas. Me gusta cocinar porque es muy divertido para mi. Tambien me gusta voluntario en la clinica en *CITY* y la iglesia en *CITY*. Yo ayudo a cocinar en la iglesia para personas sin hogar.  Gracias.
",,,,,
152,207317,yourself,W20,SPA 23,19,Female,English,,,,3,4,2,3,No,"Tengo *AGE* años y soy del una ciudad que está norte de *CITY* *CITY* que es llamado *CITY* *CITY*.  Es muy hermoso allí. Hay montañas grandes, bosques, y playas. El océano está muy cerca y hay vistas muy hermosas desde las cimas de las montañas. Me gusta ver el sol centellear en el agua. En la primavera, hay amapolas en todas partes. 

Estoy estudiando inglés y la comunicación. También, estoy aprendido español para mi minor. Soy un estudiante en la universidad de *UNIVERSITY*, *UNIVERSITY*. Siempre me he encantado escuela. Quiero aprender tanto como pueda. Ojalá pudiera estudiar cada tema porque es difícil para elegir sólo dos o tres. Muchos de mis sueños y metas son relacionados a educación y literatura. Me encanta leer y, cuando me gradúe, quiero trabajar en publicación.

En mi tiempo libre, me gusta leer, pasar tiempo con mis amigos, y caminar por los montañas. También, me gusta correr, ver películas y trate de hornear. Quiero viajar por al mundo y experimentar muchas culturas diferentes. Si tuviera más dinero, viajaría a muchos países como Japón, Italia, y India. Estoy emocionada para estudiar en un otro país en el año que viene. 

Soy amable, inteligente y empática. Soy fácil de ir y un poco desorganizada. Siempre llego tarde. Soy curiosa y paciencia. No me gusta estar sola. Me gusta pensar que soy espontáneo pero, en realidad, pienso demasiado a veces. Estoy emocionada sobre vida. Amo mucho a mis amigos y a mi familia y yo haría cualquier cosa para ellos. Tengo dos hermanas menores y las encanta mucho. 
",,,,,
153,241046,yourself,W20,SPA 3,18,Female,English,,,,3,3,3,3,No,"Hola, me llamo *FIRST_NAME*. Yo soy una mujer (ella, ellas) y un estudiante de *UNIVERSITY* *UNIVERSITY* (es mi primer año). Estoy estudiando psicología con un énfasis en biología. Me encanta las ciencias sociales y también las ciencias que tratan con la medicina. Yo quiero ser una doctora en el futuro y trabaja con los niños. 

Tengo *AGE* años y mi cumpleaños es el *BIRTH_DATE* de *BIRTH_DATE*. Mi papá está muerto pero mi mamá está en *CITY* *CITY* que de donde soy. Porque yo vivo cerca la playa, me encanta el mar y nadando con mis amigos y mi familia. Yo extraño la playa cuando estoy en la escuela. 

Me gusta hacer muchas actividades como leyendo, bailando, y escuchando música. En los fines de semana, está haciendo estas actividades con mis amigos. De vez en cuando, voy al gimnasio para hacer ejercicio. Me gusta bailar. Yo quiero aprender a bailar la salsa.

Tengo dos hermanos mayores. Yo soy el bebé de la familia. Mi papà murió cuando tengo *AGE* años. Mi mamá es una mujer muy fuerte y la amo mucho. Mis hermanos tienen hijos y por lo tanto, yo soy una tía. Mi hermano, *FIRST_NAME*, tiene tres hijos que son un trillizo. Qué locura! Mi otro hermano, *FIRST_NAME*, tiene dos hijos. Me encanta mis sobrinos y mi sobrina. Los niños son muy guapos y graciosos. 

Mi familia es una aspecto muy importante en mi vida. También, mis amigos son importante para mi. Soy muy amable y me preocupo por muchos personas, especialmente las personas que son importantes. 
",,,,,
154,232031,yourself,W20,SPA 3,18,Female,Other,Hmong,Hmong,,1,4,3,4,No,"Me llamo *FIRST_NAME* *LAST_NAME*. Tengo *AGE* años. Tengo pelo negro y ojos marrones. Yo escribo con mi mano izquierda. Yo soy un estudiante de *UNIVERSITY* *UNIVERSITY*. Yo nací en *CITY* *CITY*, *STATE* pero viví en *CITY* *CITY* *STATE* por 9 años. Soy ordenada pero perezosa. Me gusta escuchar música y cantar en un coro. Llevo gafas pero tengo contactes también. Me gusta ropa casual y cómodo. No me gusta zapatos altos porque es difícil. Chanclas son más cómodos (menos cómodos cuando es frio). Mi comida favorita es arroz. Las vegetales más mejor que las las frutas porque mi gusta comida dulce menos. Cuando era niña, quiero ser una enfermera como mi mamá. Ahora, yo no sé. En mi tiempo libre, yo leo, escribo, o veo Netflix/Hulu. Me gusta leer, pero no me gusta literatura. En el invierno, me gusta dormir en mi cama. En el verano, me gusta dormir en mi cama también porque no mi gusta clima caliente. En el futuro, quiero visitar las islas Galápagos en Ecuador porque me gusta tortugas y la playa. Quiero visitar otros países también, pero yo no tengo dinero. Me siento frustrada cuando hay muchos exámenes. No me gusta matemáticas o química. Me siento muy feliz durante la Navidad porque me encanta pasar el tiempo con mi familia. Comprando y dando regalos para mis padres y hermanos es muy divertido y especial. No me gusta deportes pero fui nadar en un lago cuando era pequeña con mis primos. Yo quiero buscar una carrera en universidad. Yo quiero ayudar mi familia, otros personas, y yo mismo.
",,,,,
155,150082,yourself,W20,SPA 3,20,Female,English,,,I started studying Spanish in high school (for 3 years).,1,2,1,2,No,"¡Hola! Yo soy estudiante de Universidad de *UNIVERSITY*, *UNIVERSITY*. Yo soy estudiante de cuarto año. Yo estudio comunicación y ciencias políticas. Tengo *AGE* años. Yo soy de *CITY* *CITY*, *STATE*. Yo trabajo mucho a la universidad y mi internado. Paso la mayor parte del tiempo estudiando. Mi vida esta muy ocupada. No duermo mucho. Como estudiante de último año en la universidad, estoy trabajando muy duro para graduarme. Vivo con mi novio y un amigo.Es agradable vivir con personas que me ayudan y me cuidan.

 

Por divertido, me gusta comer con mis amigos y pasar tiempo. Yo tambien ver la peliculas y viajar a nueva lugares. Por ejemplo, para vacaciones de primavera, yo y mi novio iremos a *CITY* *CITY*, *STATE* para tres dias. Me encanta naturaleza, especialmente la playa y el océano. Crecí en un lugar con muchos ríos y árboles y siempre es divertido visitar un lugar natural.

 

Otra cosa que debes saber sobre mí es encantan a los animales. Por ejemplo, tengo un hámster y un pez beta. Tambien, mi familia tienen cuatro perros y tres perros y tres caballos. Cuando era niña, quería una vaca. Pensé que eran geniales y lindos. Ahora, yo quiero un perro de corgi. Pero, los corgis son muy caros y no tengo mucho dinero. Pero, espero tener uno eventualmente.

 

Ahora, yo creo que sabes algunas cosas sobre mi. Yo soy de *STATE* y soy estudiante en colegio. Me encanta viajar y me encantan los animales, especialmente los corgis ¡Gracias por leer!
",,,,,
